Municipio;UF;Regiao;Ano;Populacao;PessoalOcupado;PessoalAssalariado;PIB;QtEmpresas;AreaPlantada_h;VlProducaoAgricola;VlProducaoPecuaria;Area;NrNascimentos;NrObitosInfantis;povoamento;Exportacoes_R$
Ampére;PR;Sul;2018,5;19090,67;5926,5;4951,17;591117800,0;703,17;413333,33;202166,67;36666,67;298,4;275,33;2,17;63,98;52109703,08
Amélia Rodrigues;BA;Nordeste;2018,5;25534,0;3085,17;2795,33;317997800,0;241,0;143333,33;4000,0;0,0;173,5;193,17;4,83;147,17;10121387,96
América Dourada;BA;Nordeste;2018,5;16324,33;644,67;563,83;125747200,0;79,67;43333,33;34666,67;5000,0;839,3;220,17;4,17;19,45;0,0
Américo Brasiliense;SP;Sudeste;2018,5;40155,5;6137,5;5199,0;937997200,0;749,83;20000,0;59833,33;0,0;122,3;448,83;6,17;328,34;19932128,2
Américo de Campos;SP;Sudeste;2018,5;5970,17;701,17;514,17;106829200,0;167,5;163333,33;50000,0;5666,67;253,1;53,0;0,5;23,59;56456,36
Anadia;AL;Nordeste;2018,5;17632,0;1346,0;1230,5;176462800,0;111,0;35000,0;50833,33;23500,0;189,5;214,83;3,33;93,04;0,0
Anagé;BA;Nordeste;2018,5;20404,5;1426,5;1182,17;176142600,0;215,83;31666,67;6666,67;3333,33;1947,4;224,5;4,33;10,48;24588,72
Anahy;PR;Sul;2018,5;2831,33;484,17;409,33;90895200,0;60,67;618333,33;68833,33;18833,33;102,6;33,5;0,33;27,6;0,0
Anajatuba;MA;Nordeste;2018,5;27008,67;849,0;765,33;177588400,0;84,67;13333,33;5333,33;4500,0;1011,1;330,67;4,33;26,71;0,0
Anajás;PA;Norte;2018,5;29065,5;1623,83;1535,83;206855800,0;84,67;21666,67;174166,67;0,0;6921,7;844,0;11,0;4,2;0,0
Analândia;SP;Sudeste;2018,5;4955,5;897,5;696,5;172585800,0;160,0;341666,67;152000,0;6833,33;326,3;45,0;0,67;15,19;404340,27
Anamã;AM;Norte;2018,5;13460,33;505,0;485,67;115339600,0;26,17;0,0;3833,33;43166,67;2453,9;198,33;2,5;5,49;0,0
Ananindeua;PA;Norte;2018,5;526502,0;75263,0;69683,17;7505366400,0;4,23;366666,67;0,0;4666,67;190,5;7,49;105,83;2763,79;40278307,57
Ananás;TO;Norte;2018,5;9605,0;827,67;700,83;130733600,0;134,0;158333,33;9666,67;4500,0;1577,0;159,67;1,0;6,09;0,0
Anapu;PA;Norte;2018,5;27722,83;1813,0;1615,83;393390400,0;236,67;260000,0;335166,67;5166,67;11895,5;632,17;11,83;2,33;24601,03
Anapurus;MA;Nordeste;2018,5;15740,17;1074,5;997,67;131978200,0;68,17;203333,33;51000,0;0,0;608,3;297,0;3,83;25,88;0,0
Anastácio;MS;Centro-Oeste;2018,5;25107,0;2120,5;1777,33;474325600,0;311,33;303333,33;200833,33;5500,0;2949,1;383,83;4,83;8,51;953123,88
Anaurilândia;MS;Centro-Oeste;2018,5;9005,33;1027,0;884,17;252572600,0;112,33;510000,0;312666,67;17500,0;3395,4;75,83;1,33;2,65;0,0
Anchieta;ES;Sudeste;2018,5;29116,67;6239,33;5296,83;895811000,0;661,33;25000,0;83166,67;4333,33;407,8;388,67;3,0;71,4;17122814,4
Anchieta;SC;Sul;2018,5;5689,0;1240,67;930,83;144245000,0;262,17;45000,0;35333,33;57333,33;228,6;63,17;0,83;24,89;792977,23
Andaraí;BA;Nordeste;2018,5;13336,5;1118,5;994,17;105034400,0;127,5;26666,67;5333,33;2000,0;1861,7;177,5;3,17;7,16;0,0
Andirá;PR;Sul;2018,5;20251,67;3751,0;3103,67;737759000,0;520,17;716666,67;478333,33;333,33;236,1;235,0;2,67;85,78;723772,11
Andorinha;BA;Nordeste;2018,5;14874,17;904,83;806,83;188217000,0;95,5;46666,67;20166,67;4666,67;1247,6;187,83;3,33;11,92;9058899,47
Andradas;MG;Sudeste;2018,5;41006,17;10668,0;8542,17;926779000,0;1,29;151666,67;558333,33;55166,67;469,4;478,67;5,17;87,36;56505760,85
Andradina;SP;Sudeste;2018,5;57227,67;12510,67;10258,33;2209444000,0;1,86;338333,33;218833,33;43500,0;964,2;676,83;7,5;59,35;7951129,07
Andrelândia;MG;Sudeste;2018,5;12312,5;1659,33;1316,17;226014800,0;259,33;48333,33;66000,0;34166,67;1005,3;122,0;1,0;12,25;0,0
André da Rocha;RS;Sul;2018,5;1326,17;250,5;166,67;106241400,0;58,0;538333,33;127166,67;2000,0;324,3;9,83;0,0;4,09;0,0
Angatuba;SP;Sudeste;2018,5;25072,33;3923,83;2963,83;1054706400,0;867,5;573333,33;273000,0;36500,0;1028,0;327,0;4,17;24,39;61571375,13
Angelim;PE;Nordeste;2018,5;11126,5;727,33;669,33;122652000,0;50,5;41666,67;1333,33;47333,33;118,0;142,17;2,17;94,29;5928,97
Angelina;SC;Sul;2018,5;4838,5;2292,17;1811,83;121400000,0;147,5;61666,67;52833,33;32833,33;499,9;56,33;0,5;9,68;0,0
Angelândia;MG;Sudeste;2018,5;8532,5;2277,83;2026,83;90066400,0;74,5;50000,0;33500,0;5833,33;185,2;103,83;1,17;46,07;184287,6
Angical;BA;Nordeste;2018,5;14205,17;1037,33;913,17;143149200,0;95,67;53333,33;28500,0;4500,0;1527,9;185,67;3,17;9,3;0,0
Angical do Piauí;PI;Nordeste;2018,5;6752,33;1063,33;857,83;60918800,0;71,67;30000,0;4833,33;0,0;223,4;91,5;1,67;30,23;0,0
Angico;TO;Norte;2018,5;3433,83;766,33;682,83;39299600,0;37,33;0,0;4333,33;0,0;451,7;40,0;0,17;7,6;0,0
Angicos;RN;Nordeste;2018,5;11775,83;1082,5;859,5;146884800,0;187,5;0,0;0,0;3500,0;741,6;130,67;1,67;15,88;0,0
Angra dos Reis;RJ;Sudeste;2018,5;201255,0;31821,0;26957,33;9779868400,0;3,33;0,0;29166,67;0,0;825,1;2,45;24,5;243,92;3724206273,08
Anguera;BA;Nordeste;2018,5;11318,67;952,83;879,0;73014800,0;65,5;6666,67;0,0;2333,33;177,0;64,5;1,5;63,95;0,0
Angélica;MS;Centro-Oeste;2018,5;10695,83;6314,33;6114,17;774465800,0;172,0;508333,33;537833,33;4000,0;1273,3;160,5;1,17;8,4;11862076,03
Anhanguera;GO;Centro-Oeste;2018,5;1143,0;158,0;145,0;18457600,0;15,83;41666,67;33666,67;0,0;57,0;8,0;0,0;20,05;0,0
Anhembi;SP;Sudeste;2018,5;6660,33;695,0;545,17;154469000,0;123,67;250000,0;342000,0;3666,67;736,5;78,33;0,33;9,04;275700,57
Anhumas;SP;Sudeste;2018,5;4099,17;462,0;359,17;77436600,0;99,0;530000,0;44000,0;4666,67;320,4;52,83;0,83;12,79;1523,19
Anicuns;GO;Centro-Oeste;2018,5;21836,83;3737,33;3122,83;412267800,0;497,5;496666,67;37333,33;44500,0;979,2;211,0;2,33;22,3;0,0
Anita Garibaldi;SC;Sul;2018,5;7238,5;1145,17;915,5;156866400,0;191,33;58333,33;42166,67;5000,0;588,6;99,33;1,33;12,3;0,0
Anitápolis;SC;Sul;2018,5;3236,33;563,33;445,17;59969800,0;103,17;0,0;5000,0;18833,33;542,4;34,67;0,17;5,97;0,0
Anori;AM;Norte;2018,5;20817,83;3315,67;3085,67;201471600,0;67,83;0,0;5666,67;0,0;5795,3;253,83;5,0;3,59;0,0
Anta Gorda;RS;Sul;2018,5;6052,0;1730,17;1246,67;213392800,0;318,0;181666,67;58500,0;51166,67;243,0;55,83;0,33;24,91;1065425,05
Antas;BA;Nordeste;2018,5;19412,17;957,83;835,67;122489200,0;98,83;13333,33;14666,67;15833,33;319,6;146,0;2,33;60,74;0,0
Antonina;PR;Sul;2018,5;19116,17;3242,83;2882,83;544222800,0;297,0;33333,33;39166,67;0,0;882,3;243,33;3,0;21,67;0,0
Antonina do Norte;CE;Nordeste;2018,5;7332,0;641,67;576,17;59418400,0;64,33;43333,33;2000,0;0,0;260,1;92,83;1,67;28,19;0,0
Antônio Almeida;PI;Nordeste;2018,5;3148,33;458,83;402,83;94524800,0;46,33;46666,67;76833,33;0,0;645,7;47,5;0,67;4,88;6459,11
Antônio Cardoso;BA;Nordeste;2018,5;11854,83;521,67;489,33;105374000,0;31,5;38333,33;2166,67;3666,67;294,5;124,33;2,5;40,25;0,0
Antônio Carlos;MG;Sudeste;2018,5;11499,83;1178,83;974,83;160342000,0;159,0;0,0;23666,67;63500,0;529,9;114,33;1,17;21,7;987428,24
Antônio Carlos;SC;Sul;2018,5;8466,5;2309,67;1725,33;682171800,0;421,67;28333,33;21500,0;500,0;229,1;132,33;1,17;36,96;16478925,81
Antônio Dias;MG;Sudeste;2018,5;9414,33;1478,17;1366,67;260251400,0;105,67;326666,67;2333,33;4166,67;787,1;102,67;1,67;11,96;0,0
Antônio Gonçalves;BA;Nordeste;2018,5;11901,17;648,83;573,17;71023600,0;92,0;18333,33;3000,0;4333,33;313,9;150,83;1,83;37,91;0,0
Antônio João;MS;Centro-Oeste;2018,5;8916,83;797,67;664,5;330135600,0;96,33;475000,0;635833,33;0,0;1145,2;154,67;2,67;7,79;0,0
Antônio Martins;RN;Nordeste;2018,5;7176,0;348,83;302,5;56891000,0;64,5;0,0;13833,33;4000,0;244,6;74,67;1,83;29,34;0,0
Antônio Olinto;PR;Sul;2018,5;7482,0;642,67;527,83;186456800,0;96,17;381666,67;118166,67;5833,33;469,8;72,67;0,83;15,93;0,0
Antônio Prado;RS;Sul;2018,5;13132,17;4826,67;3615,33;602607400,0;813,83;53333,33;61333,33;31333,33;347,6;134,33;1,67;37,78;22434300,73
Antônio Prado de Minas;MG;Sudeste;2018,5;1617,5;231,33;190,5;23446200,0;34,0;125000,0;1333,33;5833,33;83,8;8,83;0,33;19,3;0,0
Anápolis;GO;Centro-Oeste;2018,5;383868,0;103375,83;91476,33;14105678400,0;9,96;75000,0;322000,0;70166,67;933,2;5,96;72,17;411,35;8251204276,07
Anísio de Abreu;PI;Nordeste;2018,5;9831,67;595,67;483,33;77326400,0;110,33;25000,0;12500,0;4166,67;337,9;136,5;3,33;29,1;0,0
Aparecida;PB;Nordeste;2018,5;8393,33;563,33;472,0;79520200,0;89,83;0,0;2333,33;3833,33;295,7;87,67;1,33;28,38;265597,75
Aparecida;SP;Sudeste;2018,5;36201,5;11724,0;9637,33;1056038800,0;1,79;0,0;2666,67;6333,33;121,1;420,67;4,0;298,94;5703194,28
Aparecida dOeste;SP;Sudeste;2018,5;4233,5;494,17;390,5;124415000,0;94,67;46666,67;63666,67;3000,0;179,0;42,0;0,33;23,65;0,0
Aparecida de Goiânia;GO;Centro-Oeste;2018,5;568391,83;113422,0;101228,67;13274935800,0;9,57;0,0;666,67;46166,67;288,3;7,62;107,67;1971,53;2252568353,64
Aparecida do Rio Doce;GO;Centro-Oeste;2018,5;2487,83;431,17;369,0;83194600,0;63,17;8333,33;29833,33;2833,33;602,1;29,67;0,17;4,13;0,0
Aparecida do Rio Negro;TO;Norte;2018,5;4780,5;574,5;496,0;120738400,0;61,67;510000,0;283500,0;3000,0;1160,4;75,0;1,17;4,12;0,0
Aparecida do Taboado;MS;Centro-Oeste;2018,5;25574,67;6453,67;5536,33;1112941400,0;774,33;643333,33;445666,67;35166,67;2750,2;360,83;3,17;9,3;102363692,41
Aperibé;RJ;Sudeste;2018,5;11626,67;2123,17;1745,33;190580000,0;257,17;346666,67;0,0;4500,0;94,6;133,17;2,5;122,9;17209,45
Apiacá;ES;Sudeste;2018,5;7683,83;809,83;616,67;99211800,0;150,83;46666,67;55500,0;3666,67;193,6;75,5;1,17;39,69;3149179,44
Apiacás;MT;Centro-Oeste;2018,5;10011,83;1038,67;866,33;155722600,0;166,0;483333,33;6500,0;1500,0;20379,9;123,17;2,5;0,49;0,0
Apiaí;SP;Sudeste;2018,5;24538,17;4258,83;3396,5;642852600,0;748,33;38333,33;402000,0;1000,0;974,3;340,5;5,33;25,19;19459368,55
Apicum-Açu;MA;Nordeste;2018,5;17640,0;617,83;551,0;111354000,0;63,83;0,0;5666,67;36166,67;353,2;273,83;4,33;49,94;0,0
Apiúna;SC;Sul;2018,5;10692,0;3537,17;3084,33;398110200,0;388,83;0,0;38833,33;4000,0;493,5;124,83;0,83;21,67;97622191,24
Apodi;RN;Nordeste;2018,5;36002,83;2979,33;2477,5;498330400,0;393,17;45000,0;50333,33;16333,33;1602,5;408,33;5,83;22,47;735002,41
Aporá;BA;Nordeste;2018,5;18098,17;946,83;842,83;130730000,0;92,5;60000,0;3500,0;2833,33;561,8;183,33;2,33;32,21;0,0
Aporé;GO;Centro-Oeste;2018,5;4185,33;591,83;539,67;307726600,0;53,0;83333,33;308000,0;4333,33;2900,2;63,33;1,83;1,44;0,0
Apuarema;BA;Nordeste;2018,5;7456,83;426,17;376,0;65167600,0;48,33;46666,67;28666,67;0,0;154,9;96,33;1,5;48,14;0,0
Apucarana;PR;Sul;2018,5;134442,67;37456,33;29027,33;3211635800,0;5,4;441666,67;507500,0;37333,33;558,4;1,67;21,17;240,76;96457755,27
Apuiarés;CE;Nordeste;2018,5;14698,5;796,5;692,67;107541400,0;98,5;48333,33;2500,0;5333,33;552,3;153,0;1,17;26,61;0,0
Apuí;AM;Norte;2018,5;21848,5;1188,67;877,33;224121000,0;285,33;46666,67;34000,0;4166,67;54239,9;246,67;3,5;0,4;4185,21
Aquidabã;SE;Nordeste;2018,5;21587,33;1948,5;1738,67;234637600,0;150,17;10000,0;40833,33;27833,33;359,3;254,5;4,0;60,08;61409,32
Aquidauana;MS;Centro-Oeste;2018,5;47778,83;5637,33;4780,33;943856400,0;828,83;0,0;6500,0;4833,33;16957,8;762,83;8,17;2,82;44942,05
Aquiraz;CE;Nordeste;2018,5;79986,0;15411,83;13855,33;2467760800,0;1,17;36666,67;35333,33;152666,67;482,6;1,15;16,17;165,74;864380440,4
Arabutã;SC;Sul;2018,5;4271,17;780,33;628,0;153858400,0;175,17;40000,0;5000,0;55500,0;132,2;47,67;0,33;32,31;0,0
Aracaju;SE;Nordeste;2018,5;655850,5;205619,83;183317,0;16859762200,0;15,62;315000,0;47000,0;0,0;181,9;8,68;144,0;3605,56;222248238,48
Aracati;CE;Nordeste;2018,5;74302,5;15230,33;13851,33;1303024800,0;161,75;303333,33;43500,0;5500,0;1247,3;646,84;7,67;59,57;10502343,67
Aracatu;BA;Nordeste;2018,5;13392,33;1208,5;1051,67;109334600,0;121,17;25000,0;29000,0;5166,67;1489,8;164,33;1,67;8,99;0,0
Araci;BA;Nordeste;2018,5;54933,5;3187,33;2646,33;420246600,0;441,67;601666,67;50833,33;21000,0;1556,1;685,67;11,5;35,3;47069,21
Aracitaba;MG;Sudeste;2018,5;2077,83;219,83;189,67;24175600,0;29,83;0,0;0,0;4166,67;106,6;19,33;0,17;19,49;0,0
Aracoiaba;CE;Nordeste;2018,5;26418,83;2601,33;2393,17;217642800,0;211,33;433333,33;16000,0;2666,67;656,6;376,17;4,17;40,24;0,0
Aracruz;ES;Sudeste;2018,5;100617,83;25918,0;22509,67;4979669200,0;2,2;35000,0;189000,0;54166,67;1436,0;1,46;15,5;70,07;177017883,49
Aragarças;GO;Centro-Oeste;2018,5;20063,33;1586,5;1230,0;235855000,0;318,33;0,0;5000,0;5666,67;662,9;234,83;3,5;30,27;5869,33
Aragoiânia;GO;Centro-Oeste;2018,5;10162,0;1046,33;818,5;119491200,0;176,17;6666,67;3000,0;17500,0;219,6;136,83;1,5;46,28;0,0
Aragominas;TO;Norte;2018,5;5788,67;259,5;242,0;67370600,0;26,5;36666,67;2333,33;2833,33;1173,1;73,5;0,83;4,93;0,0
Araguacema;TO;Norte;2018,5;7069,5;424,0;374,17;151441400,0;45,67;438333,33;110166,67;4833,33;2778,5;97,5;1,5;2,54;0,0
Araguaiana;MT;Centro-Oeste;2018,5;3081,17;369,17;325,17;74736600,0;40,67;48333,33;20500,0;2000,0;6429,4;36,5;0,17;0,48;0,0
Araguainha;MT;Centro-Oeste;2018,5;938,33;181,83;164,67;20241600,0;20,17;6666,67;7000,0;2500,0;688,0;7,5;0,0;1,36;0,0
Araguanã;MA;Nordeste;2018,5;15410,5;282,67;252,17;81381400,0;31,33;20000,0;2666,67;1000,0;805,2;158,67;2,33;19,14;0,0
Araguanã;TO;Norte;2018,5;5711,17;282,5;247,83;68984000,0;38,33;181666,67;39000,0;3000,0;836,0;85,17;0,5;6,83;0,0
Araguapaz;GO;Centro-Oeste;2018,5;7801,17;611,83;477,5;126424000,0;133,5;20000,0;10833,33;33833,33;2193,7;69,0;1,0;3,56;0,0
Araguari;MG;Sudeste;2018,5;117410,0;25822,67;21323,83;4814919600,0;3,17;356666,67;597833,33;48000,0;2729,5;1,35;15,17;43,02;450262317,85
Araguatins;TO;Norte;2018,5;35646,0;2001,17;1761,33;421008200,0;264,33;21666,67;11666,67;48000,0;2625,3;522,83;5,17;13,58;0,0
Araguaçu;TO;Norte;2018,5;8565,83;796,17;663,0;256743600,0;151,33;435000,0;160666,67;52833,33;5167,9;94,83;1,17;1,66;0,0
Araguaína;TO;Norte;2018,5;179447,5;31606,0;27182,0;4356738200,0;3,74;50000,0;49166,67;23000,0;4000,4;3,13;37,17;44,86;6217096,07
Araioses;MA;Nordeste;2018,5;46360,5;2003,83;1816,83;268311400,0;157,0;45000,0;2333,33;3333,33;1782,6;561,17;8,17;26,01;0,0
Aral Moreira;MS;Centro-Oeste;2018,5;12052,0;1022,33;872,83;623995600,0;122,67;5583333,33;266996,67;3666,67;1655,7;162,33;3,67;7,28;20869,27
Aramari;BA;Nordeste;2018,5;11466,17;644,5;568,17;93954800,0;59,0;0,0;4500,0;2333,33;329,6;118,17;1,67;34,79;0,0
Arambaré;RS;Sul;2018,5;3631,67;520,83;389,5;137412400,0;110,83;680000,0;142833,33;0,0;519,1;41,0;0,33;7,0;0,0
Arame;MA;Nordeste;2018,5;32525,83;1268,5;837,83;231206000,0;119,33;205000,0;15333,33;30666,67;3008,7;570,67;11,5;10,81;0,0
Aramina;SP;Sudeste;2018,5;5603,33;808,0;629,67;140709800,0;160,33;653333,33;52833,33;833,33;202,9;67,67;0,33;27,62;0,0
Arandu;SP;Sudeste;2018,5;6361,83;2017,67;1631,67;139330400,0;126,33;530000,0;472666,67;4833,33;285,9;85,17;1,17;22,25;53834,09
Arantina;MG;Sudeste;2018,5;2819,17;464,17;377,0;54507800,0;57,67;470000,0;1000,0;5833,33;89,4;30,83;0,17;31,53;0,0
Arapeí;SP;Sudeste;2018,5;2480,67;370,5;300,5;32385200,0;67,33;95000,0;0,0;4500,0;156,8;15,0;0,33;15,82;0,0
Arapiraca;AL;Nordeste;2018,5;232729,33;39505,0;34441,0;4532403600,0;4,05;290000,0;27500,0;148500,0;356,2;3,85;52,0;653,37;47504680,95
Arapoema;TO;Norte;2018,5;6675,33;461,67;377,33;206516200,0;81,67;48333,33;5500,0;19833,33;1552,2;98,67;0,5;4,3;131848,89
Araponga;MG;Sudeste;2018,5;8475,17;511,17;400,67;84564000,0;92,5;51666,67;59166,67;3666,67;303,8;101,0;0,67;27,9;0,0
Arapongas;PR;Sul;2018,5;121836,17;41336,0;33727,0;4449580400,0;4,96;273333,33;305833,33;320000,0;381,1;1,54;17,67;319,7;1014914151,92
Araporã;MG;Sudeste;2018,5;6847,83;2514,33;2323,33;1279826800,0;171,5;441666,67;127166,67;2833,33;295,8;124,67;1,17;23,15;161671908,47
Arapoti;PR;Sul;2018,5;28075,67;6284,83;5309,83;1157352400,0;750,0;503333,33;433000,0;471666,67;1360,5;366,67;4,33;20,64;42254669,25
Araputanga;MT;Centro-Oeste;2018,5;16645,5;2348,5;1941,33;464174000,0;351,33;31666,67;14333,33;41333,33;1600,3;253,17;2,67;10,4;0,0
Arapuá;MG;Sudeste;2018,5;2850,0;330,17;266,67;126778600,0;56,17;0,0;34166,67;27833,33;173,9;16,67;0,17;16,39;220228,75
Arapuã;PR;Sul;2018,5;3147,17;372,0;299,17;103283000,0;58,0;251666,67;215166,67;6666,67;218,0;47,0;0,17;14,44;0,0
Araquari;SC;Sul;2018,5;37398,0;14338,33;11992,83;4331498200,0;1,78;21666,67;49333,33;69833,33;386,1;601,0;4,67;96,86;3111390819,37
Arara;PB;Nordeste;2018,5;13508,17;746,0;658,33;100683400,0;107,0;26666,67;6333,33;1666,67;99,1;124,83;1,67;136,31;0,0
Araranguá;SC;Sul;2018,5;67953,0;16832,67;13042,33;1828083800,0;2,69;43333,33;116833,33;68500,0;303,9;770,67;9,67;223,6;18953209,55
Araraquara;SP;Sudeste;2018,5;234688,5;89502,33;76873,83;9685326000,0;9,02;471666,67;485333,33;4666,67;1004,1;2,68;24,33;233,73;525711031,12
Araras;SP;Sudeste;2018,5;133466,5;36280,5;29882,83;5673547600,0;4,75;848333,33;638500,0;62666,67;644,8;1,51;16,67;206,99;246229493,84
Ararendá;CE;Nordeste;2018,5;10900,17;786,67;724,33;79500200,0;58,17;40000,0;5833,33;4000,0;344,1;135,67;3,33;31,68;0,0
Arari;MA;Nordeste;2018,5;29707,17;1812,17;1572,5;248535800,0;247,0;31666,67;51000,0;2666,67;1100,3;459,0;6,0;27,0;0,0
Araricá;RS;Sul;2018,5;5612,5;1987,83;1663,67;169869200,0;232,67;313333,33;1000,0;0,0;35,3;93,67;1,17;158,99;2313093,85
Araripe;CE;Nordeste;2018,5;21542,33;1300,33;1109,0;163929200,0;185,0;41666,67;63833,33;4666,67;1099,9;358,67;4,83;19,59;0,0
Araripina;PE;Nordeste;2018,5;84265,17;7659,17;6344,5;981694200,0;328,7;191666,67;25166,67;27833,33;1892,6;1,57;22,5;44,52;1737158,89
Araruama;RJ;Sudeste;2018,5;130820,5;20571,0;16987,5;2976543400,0;2,28;51666,67;32166,67;3666,67;638,0;1,63;19,0;205,05;1512672,04
Araruna;PB;Nordeste;2018,5;20375,83;1389,83;1251,5;168826600,0;138,67;25000,0;21666,67;2666,67;245,7;231,33;3,67;82,93;3737950,25
Araruna;PR;Sul;2018,5;14015,33;3292,83;2828,33;479081000,0;365,5;555000,0;374333,33;30833,33;493,2;191,5;2,17;28,42;16300999,81
Arataca;BA;Nordeste;2018,5;11220,17;1967,67;1840,83;89039000,0;47,67;526666,67;60333,33;0,0;375,2;118,83;1,83;29,9;0,0
Aratiba;RS;Sul;2018,5;6345,67;1199,67;917,17;925455600,0;278,83;40000,0;46666,67;51666,67;341,3;53,0;0,17;18,59;1001780,65
Aratuba;CE;Nordeste;2018,5;11549,67;2092,33;3552,67;131226400,0;96,17;46666,67;54166,67;4333,33;114,8;160,5;1,83;100,61;0,0
Aratuípe;BA;Nordeste;2018,5;8940,67;1972,5;1782,5;68289200,0;57,0;25000,0;3833,33;0,0;181,1;130,5;3,83;49,37;0,0
Araucária;PR;Sul;2018,5;142150,0;48590,67;43785,0;17758431200,0;3,59;483333,33;719000,0;15500,0;469,2;2,22;21,0;302,96;8271210365,44
Arauá;SE;Nordeste;2018,5;8664,0;2923,83;2634,83;113434000,0;63,5;48333,33;55666,67;3666,67;192,7;140,33;1,67;52,62;0,0
Araxá;MG;Sudeste;2018,5;105770,33;33793,83;29393,0;5726574200,0;3,17;460000,0;448166,67;37833,33;1164,4;1,5;18,17;90,84;376075341,8
Araçagi;PB;Nordeste;2018,5;16984,67;1016,17;906,67;159516200,0;110,0;50000,0;136333,33;3666,67;231,2;212,67;1,5;73,46;0,0
Araçariguama;SP;Sudeste;2018,5;22006,67;9194,5;8456,67;3000448800,0;623,0;0,0;333,33;0,0;146,3;340,5;4,17;150,42;586721982,43
Araças;BA;Nordeste;2018,5;12311,33;1114,83;1017,83;184661400,0;88,5;0,0;6000,0;0,0;487,1;157,67;2,33;25,27;2138942,21
Araçatuba;SP;Sudeste;2018,5;196488,5;51130,5;40496,67;7421662600,0;7,79;661666,67;627500,0;19666,67;1167,4;2,3;28,67;168,31;258785878,87
Araçaí;MG;Sudeste;2018,5;2355,17;481,0;443,67;54654800,0;33,67;468333,33;0,0;2833,33;186,5;22,0;0,0;12,63;0,0
Araçoiaba;PE;Nordeste;2018,5;20469,83;1499,5;1398,5;144936200,0;90,17;46666,67;29333,33;7166,67;92,3;304,0;5,0;221,78;0,0
Araçoiaba da Serra;SP;Sudeste;2018,5;33703,33;6160,0;4913,83;789282200,0;167,4;50000,0;53333,33;3500,0;255,4;382,5;3,33;131,96;87862670,4
Araçu;GO;Centro-Oeste;2018,5;3583,67;430,33;352,67;56819200,0;67,83;61666,67;12500,0;5166,67;148,9;37,0;0,83;24,07;0,0
Araçuaí;MG;Sudeste;2018,5;36919,67;4146,33;3314,33;423592000,0;639,33;58333,33;58666,67;15666,67;2236,3;412,0;6,0;16,51;6141,97
Araújos;MG;Sudeste;2018,5;9203,33;2028,33;1632,17;319067600,0;272,83;0,0;2833,33;46500,0;245,7;105,17;0,83;37,46;55589,21
Arceburgo;MG;Sudeste;2018,5;10726,33;1651,67;1356,0;287957000,0;224,5;61666,67;39833,33;29500,0;162,9;67,17;1,0;65,85;1746771,35
Arco-Íris;SP;Sudeste;2018,5;1809,83;315,33;281,17;56066400,0;40,5;41666,67;37666,67;2833,33;264,7;19,17;0,17;6,84;0,0
Arcos;MG;Sudeste;2018,5;40045,17;11254,67;8741,5;1364711200,0;1,7;98333,33;100500,0;59833,33;509,9;489,0;5,33;78,54;154073724,19
Arcoverde;PE;Nordeste;2018,5;74186,67;8518,0;7210,5;1059827200,0;166,74;10000,0;3000,0;40833,33;350,9;1,14;18,5;211,42;482853,01
Areado;MG;Sudeste;2018,5;15050,17;1990,83;1318,0;230328800,0;482,0;65000,0;51166,67;24333,33;283,1;152,0;1,83;53,16;0,0
Areal;RJ;Sudeste;2018,5;12446,0;4098,83;3486,17;340203600,0;391,0;131666,67;0,0;2000,0;110,9;160,67;3,33;112,23;16684578,73
Arealva;SP;Sudeste;2018,5;8532,83;1626,17;1126,17;210818000,0;472,5;503333,33;375666,67;21833,33;505,0;83,17;1,0;16,9;0,0
Areia;PB;Nordeste;2018,5;22777,0;1744,17;1485,0;229450600,0;225,0;38333,33;68833,33;4333,33;269,5;339,5;3,83;84,52;293794,21
Areia Branca;RN;Nordeste;2018,5;27606,0;4137,67;3755,5;695107800,0;315,33;33333,33;2833,33;333,33;357,6;331,0;4,0;77,2;15952068,89
Areia Branca;SE;Nordeste;2018,5;18544,5;1136,83;1025,33;202930200,0;92,33;35000,0;11000,0;54500,0;146,7;263,5;3,83;126,41;0,0
Areia de Baraúnas;PB;Nordeste;2018,5;2125,33;265,5;261,67;19684400,0;8,33;0,0;0,0;0,0;96,3;33,5;0,33;22,07;238367,83
Areial;PB;Nordeste;2018,5;6987,83;527,67;461,17;54094400,0;63,5;26666,67;2833,33;0,0;33,1;108,5;2,17;211,11;0,0
Areias;SP;Sudeste;2018,5;3885,33;430,0;369,5;45897800,0;54,5;0,0;3500,0;45166,67;305,2;44,17;0,33;12,73;2162,19
Areiópolis;SP;Sudeste;2018,5;11126,17;1330,17;1102,67;139061200,0;189,0;40000,0;71833,33;2666,67;85,8;128,17;1,5;129,68;851,05
Arenápolis;MT;Centro-Oeste;2018,5;9542,17;1334,33;967,5;176530000,0;310,67;66666,67;32833,33;6833,33;416,4;138,5;1,17;22,92;21040,61
Arenópolis;GO;Centro-Oeste;2018,5;2711,17;2212,17;1929,5;134163200,0;59,0;225000,0;33333,33;29000,0;1074,6;37,83;0,33;2,52;0,0
Argirita;MG;Sudeste;2018,5;2766,0;413,33;346,33;33470800,0;51,67;671666,67;0,0;4333,33;159,4;29,33;0,33;17,35;51407,79
Aricanduva;MG;Sudeste;2018,5;5224,0;376,17;314,67;49521400,0;63,17;46666,67;8000,0;3500,0;243,3;60,83;1,33;21,47;0,0
